,Novice,Intermediate,Advanced,Elite
53,345.35003662109375,407.55462646484375,465.48492431640625,521.2326049804688
59,365.81207275390625,431.65435791015625,493.04046630859375,552.1530151367188
66,388.36578369140625,458.20953369140625,523.4152221679688,586.0745239257812
74,412.37457275390625,486.58355712890625,555.7907104492188,622.2695922851562
83,437.29278564453125,516.0488891601562,589.4393920898438,660.0106811523438
93,462.75665283203125,546.0598754882812,623.6337280273438,698.3883666992188
105,490.31219482421875,578.6172485351562,660.8291625976562,739.9490356445312
120,520.7778930664062,614.5394897460938,701.8441772460938,785.9658813476562
