,Novice,Intermediate,Advanced,Elite
53,218.03070068359375,260.95550537109375,307.24517822265625,355.71746826171875
59,236.76483154296875,283.50921630859375,333.80035400390625,386.36505126953125
66,254.86236572265625,305.06256103515625,359.17327880859375,415.83038330078125
74,271.23199462890625,324.70611572265625,382.27264404296875,442.56744384765625
83,285.41900634765625,341.80328369140625,402.37091064453125,465.75775146484375
93,297.33245849609375,355.99029541015625,419.01336669921875,485.12847900390625
105,307.51800537109375,368.17657470703125,433.38226318359375,501.77093505859375
120,315.97564697265625,378.27117919921875,445.38665771484375,515.5941772460938
